Account,Coin,Execution Price,Size Tokens,Size USD,Side,Timestamp IST,Start Position,Direction,Closed PnL,Transaction Hash,Order ID,Crossed,Fee,Trade ID,Timestamp
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.9769,986.87,7872.16,BUY,02-12-2024 22:50,0,Buy,0,0xec09451986a1874e3a980418412fcd0201f500c95bac0f37caef8a734502ec49,52017706630,TRUE,0.34540448,8.95E+14,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.98,16,127.68,BUY,02-12-2024 22:50,986.5245955,Buy,0,0xec09451986a1874e3a980418412fcd0201f500c95bac0f37caef8a734502ec49,52017706630,TRUE,0.0056,4.43E+14,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.9855,144.09,1150.63,BUY,02-12-2024 22:50,1002.518996,Buy,0,0xec09451986a1874e3a980418412fcd0201f500c95bac0f37caef8a734502ec49,52017706630,TRUE,0.0504314,6.60E+14,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.9874,142.98,1142.04,BUY,02-12-2024 22:50,1146.558564,Buy,0,0xec09451986a1874e3a980418412fcd0201f500c95bac0f37caef8a734502ec49,52017706630,TRUE,0.05004294,1.08E+15,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.9894,8.73,69.75,BUY,02-12-2024 22:50,1289.488521,Buy,0,0xec09451986a1874e3a980418412fcd0201f500c95bac0f37caef8a734502ec49,52017706630,TRUE,0.00305542,1.05E+15,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.99,1.41,11.27,BUY,02-12-2024 22:50,1298.215466,Buy,0,0xec09451986a1874e3a980418412fcd0201f500c95bac0f37caef8a734502ec49,52017706630,TRUE,0.00049349,7.33E+14,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.9934,144.09,1151.77,BUY,02-12-2024 22:50,1299.624972,Buy,0,0xec09451986a1874e3a980418412fcd0201f500c95bac0f37caef8a734502ec49,52017706630,TRUE,0.05043148,9.06E+14,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,8,34,272,BUY,02-12-2024 22:50,1443.664541,Buy,0,0xec09451986a1874e3a980418412fcd0201f500c95bac0f37caef8a734502ec49,52017706630,TRUE,0.0119,3.96E+14,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,8,46,368,BUY,02-12-2024 22:50,1477.652641,Buy,0,0xec09451986a1874e3a980418412fcd0201f500c95bac0f37caef8a734502ec49,52017706630,TRUE,0.0161,9.46E+14,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,8,12.5,100,BUY,02-12-2024 22:50,1523.636541,Buy,0,0xec09451986a1874e3a980418412fcd0201f500c95bac0f37caef8a734502ec49,52017706630,TRUE,0.004375,3.47E+13,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,8,1463.33,11706.64,BUY,02-12-2024 22:50,1536.132166,Buy,0,0xec09451986a1874e3a980418412fcd0201f500c95bac0f37caef8a734502ec49,52017706630,TRUE,0.5121655,9.44E+13,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.9457,7.27,57.77,BUY,02-12-2024 22:51,2998.95,Buy,0,0x21b8b230ad8a3e9ae1bb041841332f02028300681b0dd484959026f37947df17,52018049026,TRUE,0.00254439,9.38E+14,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.9487,100,794.87,BUY,02-12-2024 22:51,3006.217456,Buy,0,0x21b8b230ad8a3e9ae1bb041841332f02028300681b0dd484959026f37947df17,52018049026,TRUE,0.03499993,1.01E+15,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.9499,28.62,227.53,BUY,02-12-2024 22:51,3106.182456,Buy,0,0x21b8b230ad8a3e9ae1bb041841332f02028300681b0dd484959026f37947df17,52018049026,TRUE,0.01001698,1.23E+14,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.95,1866.11,14835.57,BUY,02-12-2024 22:51,3134.792439,Buy,0,0x21b8b230ad8a3e9ae1bb041841332f02028300681b0dd484959026f37947df17,52018049026,TRUE,0.65313849,7.78E+13,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.9271,100,792.71,BUY,02-12-2024 22:54,5000.249301,Buy,0,0xef8b5ed662586d4455030418413ecd01f3009832c599baba9307c5e77a0a81f3,52019096364,TRUE,0.03499993,3.50E+13,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.9271,98,776.86,BUY,02-12-2024 22:54,5100.214301,Buy,0,0xef8b5ed662586d4455030418413ecd01f3009832c599baba9307c5e77a0a81f3,52019096364,TRUE,0.03429993,1.04E+15,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.9272,21.01,166.55,BUY,02-12-2024 22:54,5198.180001,Buy,0,0xef8b5ed662586d4455030418413ecd01f3009832c599baba9307c5e77a0a81f3,52019096364,TRUE,0.00735341,9.22E+14,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.9275,20.27,160.69,BUY,02-12-2024 22:54,5219.182647,Buy,0,0xef8b5ed662586d4455030418413ecd01f3009832c599baba9307c5e77a0a81f3,52019096364,TRUE,0.00709441,9.01E+14,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.9285,151.92,1204.5,BUY,02-12-2024 22:54,5239.445553,Buy,0,0xef8b5ed662586d4455030418413ecd01f3009832c599baba9307c5e77a0a81f3,52019096364,TRUE,0.05317197,1.08E+15,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.9292,25,198.23,BUY,02-12-2024 22:54,5391.312381,Buy,0,0xef8b5ed662586d4455030418413ecd01f3009832c599baba9307c5e77a0a81f3,52019096364,TRUE,0.00874993,2.58E+14,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.9295,9,71.37,BUY,02-12-2024 22:54,5416.303631,Buy,0,0xef8b5ed662586d4455030418413ecd01f3009832c599baba9307c5e77a0a81f3,52019096364,TRUE,0.00314988,4.13E+14,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.9298,144.09,1142.6,BUY,02-12-2024 22:54,5425.300481,Buy,0,0xef8b5ed662586d4455030418413ecd01f3009832c599baba9307c5e77a0a81f3,52019096364,TRUE,0.05043141,6.85E+14,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.9311,16.05,127.29,BUY,02-12-2024 22:54,5569.34005,Buy,0,0xef8b5ed662586d4455030418413ecd01f3009832c599baba9307c5e77a0a81f3,52019096364,TRUE,0.00561737,6.51E+14,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.9315,200,1586.3,BUY,02-12-2024 22:54,5585.384432,Buy,0,0xef8b5ed662586d4455030418413ecd01f3009832c599baba9307c5e77a0a81f3,52019096364,TRUE,0.07,3.71E+14,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.9323,294.37,2335.03,BUY,02-12-2024 22:54,5785.314432,Buy,0,0xef8b5ed662586d4455030418413ecd01f3009832c599baba9307c5e77a0a81f3,52019096364,TRUE,0.10302938,2.17E+14,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.9324,259.34,2057.19,BUY,02-12-2024 22:54,6079.581403,Buy,0,0xef8b5ed662586d4455030418413ecd01f3009832c599baba9307c5e77a0a81f3,52019096364,TRUE,0.09076899,1.09E+12,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.9355,311.25,2469.92,BUY,02-12-2024 22:54,6338.830634,Buy,0,0xef8b5ed662586d4455030418413ecd01f3009832c599baba9307c5e77a0a81f3,52019096364,TRUE,0.10893743,4.51E+14,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.9369,94.79,752.34,BUY,02-12-2024 22:54,6649.971696,Buy,0,0xef8b5ed662586d4455030418413ecd01f3009832c599baba9307c5e77a0a81f3,52019096364,TRUE,0.03317642,1.74E+14,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.9377,144.09,1143.74,BUY,02-12-2024 22:54,6744.72852,Buy,0,0xef8b5ed662586d4455030418413ecd01f3009832c599baba9307c5e77a0a81f3,52019096364,TRUE,0.05043148,1.59E+14,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.9457,110.82,880.54,BUY,02-12-2024 22:54,6888.768089,Buy,0,0xef8b5ed662586d4455030418413ecd01f3009832c599baba9307c5e77a0a81f3,52019096364,TRUE,0.03878689,7.20E+14,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.4791,2,14.96,BUY,02-12-2024 23:13,6999.549302,Buy,0,0x40a5eae7d00acbbfc3c7041841836c02010a00f9d7d3efb504650447a28be717,52025109688,TRUE,0.00069995,1.04E+15,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.4832,144.09,1078.25,BUY,02-12-2024 23:13,7001.548602,Buy,0,0x40a5eae7d00acbbfc3c7041841836c02010a00f9d7d3efb504650447a28be717,52025109688,TRUE,0.05043149,3.85E+14,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.4898,340.3,2548.78,BUY,02-12-2024 23:13,7145.58817,Buy,0,0x40a5eae7d00acbbfc3c7041841836c02010a00f9d7d3efb504650447a28be717,52025109688,TRUE,0.11910491,2.27E+14,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.49,1513.61,11336.94,BUY,02-12-2024 23:13,7485.769065,Buy,0,0x40a5eae7d00acbbfc3c7041841836c02010a00f9d7d3efb504650447a28be717,52025109688,TRUE,0.52976341,2.45E+14,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.5204,100,752.04,BUY,02-12-2024 23:21,8998.849302,Buy,0,0xd273459b8ff175c0c53d041841a2b00201f80053c9adb62a930c0ff2b3d863c0,52027812614,TRUE,0.035,3.02E+14,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.5205,80.84,607.96,BUY,02-12-2024 23:21,9098.814302,Buy,0,0xd273459b8ff175c0c53d041841a2b00201f80053c9adb62a930c0ff2b3d863c0,52027812614,TRUE,0.02829399,2.48E+14,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.5207,144.09,1083.66,BUY,02-12-2024 23:21,9179.626008,Buy,0,0xd273459b8ff175c0c53d041841a2b00201f80053c9adb62a930c0ff2b3d863c0,52027812614,TRUE,0.05043147,5.24E+14,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.5282,144.09,1084.74,BUY,02-12-2024 23:21,9323.665576,Buy,0,0xd273459b8ff175c0c53d041841a2b00201f80053c9adb62a930c0ff2b3d863c0,52027812614,TRUE,0.05043144,2.34E+14,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.5354,98,738.47,BUY,02-12-2024 23:21,9467.705145,Buy,0,0xd273459b8ff175c0c53d041841a2b00201f80053c9adb62a930c0ff2b3d863c0,52027812614,TRUE,0.03429997,4.08E+14,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.5356,43.09,324.71,BUY,02-12-2024 23:21,9565.670845,Buy,0,0xd273459b8ff175c0c53d041841a2b00201f80053c9adb62a930c0ff2b3d863c0,52027812614,TRUE,0.01508147,9.69E+14,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.5357,144.09,1085.82,BUY,02-12-2024 23:21,9608.745764,Buy,0,0xd273459b8ff175c0c53d041841a2b00201f80053c9adb62a930c0ff2b3d863c0,52027812614,TRUE,0.05043141,8.80E+13,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.5359,133.07,1002.8,BUY,02-12-2024 23:21,9752.785332,Buy,0,0xd273459b8ff175c0c53d041841a2b00201f80053c9adb62a930c0ff2b3d863c0,52027812614,TRUE,0.04657439,1.02E+15,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.5362,114.73,864.63,BUY,02-12-2024 23:21,9885.808758,Buy,0,0xd273459b8ff175c0c53d041841a2b00201f80053c9adb62a930c0ff2b3d863c0,52027812614,TRUE,0.04015538,9.20E+14,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,9.057,2446.39,22156.95,SELL,03-12-2024 14:39,10000.4986,Sell,3008.231185,0x7b57a76296641058064004184ed84d01d0005daded345e8e64aab2df686f3b1d,52200758791,TRUE,7.754933,5.19E+14,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,9.057,25,226.43,SELL,03-12-2024 14:39,7554.108602,Sell,30.741534,0x7b57a76296641058064004184ed84d01d0005daded345e8e64aab2df686f3b1d,52200758791,TRUE,0.079248,3.35E+14,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,9.048,33.4,302.2,SELL,03-12-2024 14:39,7529.108602,Sell,40.770089,0x7b57a76296641058064004184ed84d01d0005daded345e8e64aab2df686f3b1d,52200758791,TRUE,0.105771,5.14E+14,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,9.0464,200,1809.28,SELL,03-12-2024 14:39,7495.708602,Sell,243.812267,0x7b57a76296641058064004184ed84d01d0005daded345e8e64aab2df686f3b1d,52200758791,TRUE,0.633248,9.54E+14,1.73E+12
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,9.0424,209.26,1892.21,SELL,03-12-2024 14:39,7295.708602,Sell,254.263735,0x7b57a76296641058064004184ed84d01d0005daded345e8e64aab2df686f3b1d,52200758791,TRUE,0.662274,7.47E+14,1.73E+12
